code UAI;n° SIRET;type d'établissement;nom;sigle;statut;tutelle;université de rattachement libellé et UAI;université de rattachement ID et URL Onisep;établissements liés libellés;établissements liés URL et ID Onisep;boîte postale;adresse;CP;commune;commune (COG);cedex;telephone;arrondissement;département;académie;région;région (COG);longitude (X);latitude (Y);journées portes ouvertes;langues enseignées;URL et ID Onisep;date création;date de modification
;82422814200264;centre de formation d'apprentis;AFPA Alençon;;public;Ministère du travail, de l'emploi et du dialogue social;;;;;;181 avenue du Général Leclerc;61000;Alençon;61001;;09 72 72 39 36;;Orne;Normandie;Normandie;28;0.0894098;48.411631;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24671;30/08/2024;03/03/2025
0570279U;77995455100015;lycée professionnel;Annexe du lycée professionnel La Providence de Dieuze;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Annexe du lycée professionnel La Providence de Dieuze à Metz (57) | Lycée professionnel La Providence à Dieuze (57);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18048 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11626;;10 rue de l'Abbé Heydel;57800;Freyming-Merlebach;57240;;03 87 86 04 86;;Moselle;Nancy-Metz;Grand Est;44;6.8151166;49.1466703;;Allemand, Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18564;06/06/2020;05/03/2026
0332882D;77566202601256;centre de formation d'apprentis;CFA des Compagnons du Devoir Nouvelle-Aquitaine;;privé;Ministère chargé des Entreprises et du commerce;;;CFA des Compagnons du Devoir Nouvelle-Aquitaine à Poitiers (86) | CFA des Compagnons du Devoir Nouvelle-Aquitaine à Chancelade (24) | CFA des Compagnons du Devoir Nouvelle-Aquitaine à La Rochelle (17);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2068 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3194 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9731;;56 avenue de la Jallère;33000;Bordeaux;33063;;05 56 52 69 19;;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.5540253;44.895887;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18222;06/06/2020;09/06/2026
0442789T;53948741300038;centre de formation d'apprentis;CFA Henriman formation;;privé;;;;;;CS 13974;18 rue de la Rainière;44339;Nantes;44109;Cedex 3;02 28 23 79 85;;Loire-Atlantique;Nantes;Pays de la Loire;52;-1.5081367;47.2477695;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22670;21/04/2022;14/04/2026
9710988X;31458560500038;collège;Cité scolaire La Persévérance - Collège;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Cité scolaire La Persévérance - Lycée à Les Abymes (971);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6435;BP 493;Route Boissard;97183;Les Abymes;97101;Cedex;05 90 82 15 89;;Guadeloupe;Guadeloupe;Guadeloupe;01;-61.526640565044;16.2449349182;;Anglais, Espagnol, Langue des signes française;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5880;06/06/2020;06/01/2026
0870117E;19870117900014;collège;Collège Albert Calmette;;public;Ministère chargé de l'Éducation nationale;;;;;;Allée Largilliére;87000;Limoges;87085;;05 55 01 53 49;;Haute-Vienne;Limoges;Nouvelle-Aquitaine;75;1.22454;45.8289;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15060;06/06/2020;24/02/2026
0631412T;19631412400013;collège;Collège Antoine de Saint-Exupéry;;public;Ministère chargé de l'Éducation nationale;;;;;BP 7;Rue des Gargailles;63370;Lempdes;63193;;04 73 61 59 00;;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;84;3.18727;45.7707;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Portugais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4433;06/06/2020;07/01/2022
0441934N;44448751600015;collège;Collège Chavagnes;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;11 rue Mondesir;44015;Nantes;44109;Cedex 01;02 51 84 91 30;;Loire-Atlantique;Nantes;Pays de la Loire;52;-1.5699;47.2176;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1710;06/06/2020;27/09/2024
0642056M;49218219100022;autre établissement d'enseignement;Académie Basque du Sport;ABS;privé hors contrat;;;;;;;Parc des sports Aguilera, Euskal Jaï;64200;Biarritz;64122;;05 59 01 00 73;;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-1.53656;43.483;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18886;06/06/2020;15/06/2026
9710062R;;lycée général, technologique ou polyvalent;Cité scolaire La Persévérance - Lycée;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Cité scolaire La Persévérance - Collège à Les Abymes (971);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5880;BP 493;Boissard;97142;Les Abymes;97101;;05 90 82 15 89;;Guadeloupe;Guadeloupe;Guadeloupe;01;-61.504555;16.277136;;Anglais, Créole, Espagnol, Langue des signes française;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6435;06/06/2020;25/02/2025
0762176C;19762176600017;collège;Collège Albert Calmette;;public;Ministère chargé de l'Éducation nationale;;;;;BP 113;Rue Jean Maridor, Notre-Dame-de-Gravenchon;76330;Port-Jérôme-sur-Seine;76476;;02 35 39 41 15;;Seine-Maritime;Normandie;Normandie;28;0.572729;49.4941;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5121;06/06/2020;06/06/2020
0754718W;39910924800035;centre de formation d'apprentis;CFA des métiers du sport et de l'animation;CFA ARFA;privé;Ministère chargé des sports;;;;;;29 rue David d'Angers;75019;Paris;75100;;01 42 45 92 30;19;Paris;Paris;Ile-de-France;11;2.39193;48.8824;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11495;06/06/2020;25/11/2025
;82436257800042;autre établissement d'enseignement;Académie by Transdev - site de Saint-Étienne;;privé hors contrat;;;;Académie by Transdev à Issy-les-Moulineaux (92) | Académie by Transdev - site d'Aix à Aix-en-Provence (13) | Académie by Transdev - site de Lens à Lens (62) | Académie by Transdev - site de Lille à Lille (59) | Académie by Transdev - site de Nantes à Nantes (44) | Académie by Transdev - site de Poincy à Poincy (77) | Académie by Transdev - site de Valence à Valence (26) | Académie by Transdev - site de Vourles à Vourles (69) | Académie by Transdev - site de Vourles à Isneauville (76);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24784 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24787 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24795 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24794 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24786 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24797 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24793 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24798 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24799;;Parvis Pierre Laroque;42000;Saint-Etienne;42218;;06 23 02 21 58;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.3999512;45.4419146;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24792;04/11/2024;15/06/2026
0421139K;41884676200064;centre de formation d'apprentis;BTP CFA Loire;;privé;Ministère chargé de l'Éducation nationale;;;;;;21 rue de l'Apprentissage;42000;Saint-Etienne;42218;;04 69 68 73 00;;Loire;Lyon;Auvergne-Rhône-Alpes;84;4.37632;45.4344;le 01/07/2026 de 13h30 à 16h30 (rencontre des équipes et visite des locaux. Pour tous les établissements BTP CFA Loire, sauf AFRA qui est hors murs. Sur inscription) voir https://btpcfa-aura.fr/evenements/?type=portes-ouvertes;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2112;06/06/2020;18/02/2026
0931800B;78547581500045;école de santé;Centre de formation Louise Couvé;CFLC;privé;Ministère des Solidarités et de la Santé;;;;;;44 et 53 rue de la Commune de Paris;93300;Aubervilliers;93001;;01 48 11 49 30;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.37979;48.9107;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12319;06/06/2020;19/02/2026
0062334E;77568879901340;centre de formation d'apprentis;CFA apprentis d'Auteuil;;privé;;;;;;;51 chemin de la Tourache, Le Mas du Calme;06130;Grasse;06069;;04 93 70 97 97;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;6.93547;43.6332;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18825;06/06/2020;18/06/2026
0580788S;19580101400026;centre de formation d'apprentis;CFPPA du Morvan;;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;Lycée professionnel agricole du Morvan à Château-Chinon (58);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18642;;Rue Pierre Mendès France;58120;Château-Chinon;58063;;03 86 79 49 30;;Nièvre;Dijon;Bourgogne-Franche-Comté;27;3.9390457;47.0596353;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15299;06/06/2020;14/05/2025
;99199931900015;centre de formation professionnelle;Centre des métiers d'art;CMA;privé hors contrat;;;;;;BP 1725;Avenue de Régent Paraita;98713;Papeete;98735;;689 40 43 70 51;;Polynésie française;Collectivités d'Outre Mer;Collectivités d'outre-mer;00;-149.569595;-17.535021;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15649;06/06/2020;22/06/2026
0580555N;31277330200020;centre de formation d'apprentis;Campus Métiers Marzy;C2M;privé;Ministère chargé des Entreprises et du commerce;;;;;;21 rue des Carrières;58180;Marzy;58160;;03 86 60 83 66;;Nièvre;Dijon;Bourgogne-Franche-Comté;27;3.07986;47.0016;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18538;06/06/2020;10/06/2026
0111055M;79396624300040;centre de formation professionnelle;Art Création Beauté;;privé hors contrat;;;;;;;8 avenue Pierre Sémard;11000;Carcassonne;11069;;04 68 77 07 20;;Aude;Montpellier;Occitanie;76;1.94362;43.312;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18245;06/06/2020;30/04/2026
0062056C;20001154200012;collège;Collège César;;public;Ministère chargé de l'Éducation nationale;;;;;;1600 Route de Valbonne;06330;Roquefort-les-Pins;06105;;04 97 01 07 07;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;7.03764;43.6629;;Allemand, Américain, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19774;06/06/2020;06/01/2025
0710060E;19710060500017;collège;Collège Anne Frank;;public;Ministère chargé de l'Éducation nationale;;;;;;34 avenue de la Libération;71210;Montchanin;71310;;03 85 77 08 85;;Saône-et-Loire;Dijon;Bourgogne-Franche-Comté;27;4.47678;46.755;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14033;06/06/2020;09/06/2026
0870791M;19870791100014;collège;Collège Anatole France;;public;Ministère chargé de l'Éducation nationale;;;;;;7 allée Marcel Proust;87280;Limoges;87085;;05 55 35 48 48;;Haute-Vienne;Limoges;Nouvelle-Aquitaine;75;1.29808;45.8803;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7598;06/06/2020;03/03/2026
0771759U;19771759800019;collège;Collège de l'Europe;;public;Ministère chargé de l'Éducation nationale;;;;;;Rue du Tir;77508;Chelles;77108;Cedex;01 64 72 41 20;;Seine-et-Marne;Créteil;Ile-de-France;11;2.59796;48.8882;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4161;06/06/2020;03/05/2022
0520752K;50923283100040;centre de formation d'apprentis;CFA interprofessionnel de la Haute-Marne - Alméa 52;;privé;Chambre de commerce et d'industrie;;;Alméa Formations Interpro à Châlons-en-Champagne (51) | CFA interprofessionnel de l'Aube - Alméa 10 à Pont-Sainte-Marie (10) | CFA interprofessionnel de l'Aube - Alméa 10 à Romilly-sur-Seine (10) | CFA interprofessionnel de la Haute-Marne - Alméa 52 à Saint-Dizier (52) | CFA interprofessionnel de la Marne - Reims - Alméa 51 à Reims (51) | CFA interprofessionnel des Ardennes - Alméa 08 à Charleville-Mézières (08);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8390 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15248 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24496 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17162 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23734 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2847;BP 2100;1 rue Albert Camus;52904;Chaumont;52121;Cedex;03 25 35 09 09;;Haute-Marne;Reims;Grand Est;44;5.14882;48.1041;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7935;06/06/2020;12/03/2025
0312331R;19311262000060;centre de formation d'apprentis;CFA agricole et horticole d'Auzeville;;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;;;BP 72647;2 route de Narbonne;31326;Castanet-Tolosan;31113;Cedex;05 61 00 99 80;;Haute-Garonne;Toulouse;Occitanie;76;1.4883899688721;43.535856078186;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8724;06/06/2020;24/04/2026
0311341P;51472700700080;centre de formation d'apprentis;BTP CFA Occitanie - campus de Muret;;privé;;;;BTP CFA Occitanie - campus de Lézignan-Corbières à Lézignan-Corbières (11) | BTP CFA Occitanie - campus de Méjannes-lès-Alès à Méjannes-les-Alès (30) | BTP CFA Occitanie - campus de Montpellier à Montpellier (34) | BTP CFA Occitanie - campus de Perpignan à Perpignan (66) | BTP CFA Occitanie - campus de Toulouse à Toulouse (31);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10853 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6763 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12261 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7222 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2754;;21 rue Jean-François Romieu;31600;Muret;31395;;05 61 16 85 20;;Haute-Garonne;Toulouse;Occitanie;76;1.3240699768066;43.461898803711;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19567;06/06/2020;28/01/2026
0861289J;78156439800035;centre de formation professionnelle;Centre de formation Saint-Jacques de Compostelle;AGEEF;privé;Ministère chargé de l'Éducation nationale;;;Collège privé - ensemble scolaire Saint-Jacques de Compostelle à Poitiers (86) | Lycée polyvalent privé Saint-Jacques de Compostelle à Poitiers (86);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3534 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19629;;2 avenue de la Révolution;86000;Poitiers;86194;;05 49 61 60 80;;Vienne;Poitiers;Nouvelle-Aquitaine;75;0.3827626;46.5866141;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18911;06/06/2020;16/06/2026
0240038L;52019425900013;centre de formation d'apprentis;CFA du Grand Bergeracois;;public;Ministère chargé de l'Éducation nationale;;;;;;109 rue du Docteur Roux;24100;Bergerac;24037;;05 53 22 21 21;;Dordogne;Bordeaux;Nouvelle-Aquitaine;75;0.49659;44.861;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9476;06/06/2020;12/05/2026
9710646A;18971004900025;centre de formation d'apprentis;CMA Formation (site Raizet);;privé;Chambres de métiers et de l'artisanat;;;CMA Formation à Saint-Claude (971);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19373;BP 3025;30 Avenue du Général de Gaulle, Raizet Sud;97161;Les Abymes;97101;Cedex;05 90 91 85 85;;Guadeloupe;Guadeloupe;Guadeloupe;01;-61.504555;16.277136;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7758;06/06/2020;02/09/2025
0121507Y;19120937800071;centre de formation d'apprentis;CFA Nord Ouest Aveyron;CFAA NOA;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;CFA Nord-Ouest Aveyron - site de Beauregard (Villefranche-de-Rouergue) à Villefranche-de-Rouergue (12) | CFA Nord-Ouest Aveyron - site de Bernussou (Villefranche-de-Rouergue) à Villefranche-de-Rouergue (12);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8380 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21905;;Route d'Espalion, CS 73355 Onet-le-Chateau;12033;Rodez;12202;Cedex 9;05 65 77 75 03;;Aveyron;Toulouse;Occitanie;76;2.5863361358643;44.382213683965;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.21903;15/02/2021;24/02/2026
0875098U;19860058700010;CREPS;Centre de ressources, d'expertise et de performance sportive de Poitiers - Bureau de Limoges;CREPS;public;Ministère chargé des sports;;;Centre de ressources, d'expertise et de performance sportive de Poitiers à Vouneuil-sous-Biard (86);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8937;;142 avenue Émile Labussière, Gaïa;87100;Limoges;87085;;05 49 36 06 56;;Haute-Vienne;Limoges;Nouvelle-Aquitaine;75;1.246328;45.8445176;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17184;06/06/2020;12/05/2026
0440350S;19440350700016;collège;Collège Albert Vincon;;public;Ministère chargé de l'Éducation nationale;;;;;;23 route de Saint-Marc;44600;Saint-Nazaire;44184;;02 51 76 66 33;;Loire-Atlantique;Nantes;Pays de la Loire;52;-2.25823;47.2555;;Anglais, Espagnol, Français et culture antique, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol, Langues et cultures régionales : breton;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8579;06/06/2020;11/02/2026
0620051U;19620051300014;collège;Collège Angellier;;public;Ministère chargé de l'Éducation nationale;;;;;;13 rue Cazin;62200;Boulogne-sur-Mer;62160;;03 21 30 49 53;;Pas-de-Calais;Lille;Hauts-de-France;32;1.60939;50.7211;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1137;06/06/2020;11/02/2026
0490034W;19490034600025;collège;Collège de l'Èvre;;public;Ministère chargé de l'Éducation nationale;;;;;;15 allée du Rocher;49110;Montrevault-sur-Evre;49218;Cedex;02 41 30 10 46;;Maine-et-Loire;Nantes;Pays de la Loire;52;-1.04431;47.2569;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11557;06/06/2020;27/03/2025
0700925A;19700925100012;collège;Collège des Mille Étangs;;public;Ministère chargé de l'Éducation nationale;;;;;;32 route de Lure;70270;Mélisey;70339;;03 84 20 84 54;;Haute-Saône;Besançon;Bourgogne-Franche-Comté;27;6.56988;47.7514;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3739;06/06/2020;27/03/2025
0780714C;19780714200017;collège;Collège des Hauts Grillets;;public;Ministère chargé de l'Éducation nationale;;;;;;10 boulevard Hector Berlioz;78100;Saint-Germain-en-Laye;78551;;01 30 87 46 20;;Yvelines;Versailles;Ile-de-France;11;2.06689;48.8911;;Allemand, Anglais, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Polonais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4661;06/06/2020;22/07/2024
0762564Z;78106258300013;collège;Collège Institution Saint-Joseph;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;BP 9039;207 rue Félix Faure;76072;Le Havre;76351;Cedex;02 35 46 51 52;;Seine-Maritime;Normandie;Normandie;28;0.105558;49.5004;;Allemand, Anglais, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol, Langues et cultures européennes : italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9646;06/06/2020;06/06/2020
0332657J;19332657600017;collège;Collège Jean Cocteau;;public;Ministère chargé de l'Éducation nationale;;;;;;52 bis avenue de la Mairie;33950;Lège-Cap-Ferret;33236;;05 56 03 99 03;;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-1.14615;44.7922;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9625;06/06/2020;11/02/2026
0790710T;19790710800017;collège;Collège François Rabelais;;public;Ministère chargé de l'Éducation nationale;;;;;;42 rue du couteau Saint-Hubert;79000;Niort;79191;;05 49 73 37 50;;Deux-Sèvres;Poitiers;Nouvelle-Aquitaine;75;-0.47625839618655;46.342024611529;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18792;06/06/2020;02/04/2026
;82422814201247;centre de formation d'apprentis;AFPA Pamiers;;public;Ministère du travail, de l'emploi et du dialogue social;;;;;;Impasse Mercure;09100;Pamiers;09225;;09 72 72 39 36;;Ariège;Toulouse;Occitanie;76;1.6214038;43.1298229;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24714;10/09/2024;12/03/2025
0640007K;19640007100011;collège;Collège d'Ossau;;public;Ministère chargé de l'Éducation nationale;;;;;;10 avenue des Écoles;64260;Arudy;64062;;05 59 05 62 44;;Pyrénées-Atlantiques;Bordeaux;Nouvelle-Aquitaine;75;-0.429439;43.1027;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : occitan - langue d'oc;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9361;06/06/2020;12/02/2026
0780506B;19780506200019;collège;Collège Arthur Rimbaud;;public;Ministère chargé de l'Éducation nationale;;;;;;Rue du Bois de Tonnerre;78410;Aubergenville;78029;;01 30 95 80 17;;Yvelines;Versailles;Ile-de-France;11;1.86013;48.9528;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14632;06/06/2020;22/07/2024
0210053U;19210053500017;collège;Collège Docteur Kuhn;;public;Ministère chargé de l'Éducation nationale;;;;;;Allée des Écoles;21350;Vitteaux;21710;;03 80 49 61 18;;Côte-d'Or;Dijon;Bourgogne-Franche-Comté;27;4.53839;47.3996;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.833;06/06/2020;06/03/2026
0941025D;19941025900022;collège;Collège Assia Djebar;;public;Ministère chargé de l'Éducation nationale;;;;;;54 rue Maurice Gunsbourg;94200;Ivry-sur-Seine;94041;;01 46 72 01 63;;Val-de-Marne;Créteil;Ile-de-France;11;2.4025542;48.8115488;;Allemand, Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15345;06/06/2020;29/04/2026
0132326H;19132326000015;collège;Collège Albert Camus;;public;Ministère chargé de l'Éducation nationale;;;;;;Boulevard Guy de Maupassant;13140;Miramas;13063;;04 90 58 11 32;;Bouches-du-Rhône;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.0004;43.575;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15209;06/06/2020;07/07/2023
0841043C;19840919500015;collège;Collège André Malraux;;public;Ministère chargé de l'Éducation nationale;;;;;;35 chemin du stade;84380;Mazan;84072;;04 90 69 46 20;;Vaucluse;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.12114;44.0574;;Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : occitan - langue d’oc provençal;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8631;06/06/2020;15/02/2021
0312220V;19312220700015;collège;Collège Daniel Sorano;;public;Ministère chargé de l'Éducation nationale;;;;;BP 30;7 avenue du Collège;31860;Pins-Justaret;31421;;05 62 20 77 50;;Haute-Garonne;Toulouse;Occitanie;76;1.38758;43.4838;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9605;06/06/2020;24/10/2023
0352070K;77774565400023;collège;Collège Assomption;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée Assomption à Rennes (35) | Lycée la Mennais à Retiers (35) | Lycée polyvalent Jeanne d'Arc à Rennes (35);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12750 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19379 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15677;CS 80617;18 boulevard Painleve;35706;Rennes;35238;Cedex 07;02 99 36 31 76;;Ille-et-Vilaine;Rennes;Bretagne;53;-1.65892;48.1224;;Allemand, Anglais, Espagnol, Italien, Japonais, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2943;06/06/2020;21/04/2026
0011415H;20006213100012;collège;Collège du Val de Saône;;public;Ministère chargé de l'Éducation nationale;;;;;;286 route de Francheleins;01090;Montceaux;01258;;04 26 47 64 62;;Ain;Lyon;Auvergne-Rhône-Alpes;84;4.78912;46.0899;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5886;06/06/2020;14/03/2025
0210001M;19210001400013;collège;Collège Claude Guyot;;public;Ministère chargé de l'Éducation nationale;;;;;;6 rue de la Première Armée Française;21230;Arnay-le-Duc;21023;;03 80 90 11 71;;Côte-d'Or;Dijon;Bourgogne-Franche-Comté;27;4.4887;47.1298;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9055;06/06/2020;24/02/2026
0020011B;19020011300016;collège;Collège François Truffaut;;public;Ministère chargé de l'Éducation nationale;;;;;BP 30;10 rue Paul Hivet;02310;Charly-sur-Marne;02163;;03 23 82 52 30;;Aisne;Amiens;Hauts-de-France;32;3.27836;48.9751;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10356;06/06/2020;09/06/2026
0351847T;19351847900012;collège;Collège Georges Brassens;;public;Ministère chargé de l'Éducation nationale;;;;;BP 45123;Rue Georges Brassens;35651;Le Rheu;35240;Cedex;02 99 60 76 61;;Ille-et-Vilaine;Rennes;Bretagne;53;-1.79985;48.0997;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19228;06/06/2020;31/03/2021
